Positive-reaction,- а то
Positive-reaction,- а я о чем и говорю
Positive-reaction,- бомба
Positive-reaction,- вай-вай
Positive-reaction,- вау
Positive-reaction,- великолепный результат
Positive-reaction,- верно
Positive-reaction,- во во
Positive-reaction,- вот это я понимаю сервис
Positive-reaction,- воу воу
Positive-reaction,- клаааас
Positive-reaction,- круто
Positive-reaction,- лайк
Positive-reaction,- мне нравится
Positive-reaction,- найс
Positive-reaction,- неплохо
Positive-reaction,- огнище
Positive-reaction,- ого
Positive-reaction,- огонь
Positive-reaction,- ок
Positive-reaction,- окей
Positive-reaction,- прикольно
Positive-reaction,- пушка бомба
Positive-reaction,- пушка-бомба
Positive-reaction,- согласна
Positive-reaction,- супер
Positive-reaction,- супер-круто
Negative_reaction,- бред
Negative_reaction,- не согласна
Negative_reaction,- не согласен
Negative_reaction,- протестую
Negative_reaction,- вали отсюда
Negative_reaction,- вон отсюда
Negative_reaction,- больше не обращусь
Negative_reaction,- замолчи уже
Negative_reaction,- заткнись
Negative_reaction,- жутко бесишь
Negative_reaction,- кошмар какой-то
Negative_reaction,- кошмарище
Negative_reaction,- мне не нравится
Negative_reaction,- мотай отсюда
Negative_reaction,- не надо мне ничего от тебя
Negative_reaction,- не нравится совершенно
Negative_reaction,- не нужна мне твоя помощь
Negative_reaction,- не серди меня
Negative_reaction,- не тупи
Negative_reaction,- не умеешь искать
Negative_reaction,- неужели нельзя лучше искать
Negative_reaction,- ни за что
Negative_reaction,- ничего не надо
Negative_reaction,- отстой
Negative_reaction,- не умеешь помогать
Negative_reaction,- ничего не нашел
Negative_reaction,- ой не могу с тобой
Negative_reaction,- отвали
Negative_reaction,- прочь отсюда
Hello,- Bon soir
Hello,- Bonjour
Hello,- Buenas tardes
Hello,- Алоха
Hello,- Благословенное утро для тебя
Hello,- бот Алоха
Hello,- бот хорошего вечера
Hello,- Буэнос диас
Hello,- вечера
Hello,- вот так встреча!
Hello,- Вставай!
Hello,- горячий привет!
Hello,- горячо приветствую
Hello,- Гутен Морген
Hello,- день
Hello,- добро
Hello,- доброго вечера тебе бот
Hello,- доброго времени суток
Hello,- доброго здоровьица
Hello,- Желаю тебе доброго утра.
Hello,- здарова
Hello,- Здравия желаю
Hello,- здравствуй
Hello,- здравствуйте
Hello,- здрасте
Hello,- Йо
Hello,"- Йо, чувак"
Hello,"- Йоу, бот"
Hello,- какие гости
Hello,- какие люди
Hello,- моё почтение!
Hello,- желаю отличного вечера
Hello,- наступило утро
Hello,- пламенный привет
Hello,- уже утро
Hello,- утречко
Hello,- утро бот
Hello,- утро пришло
Hello,- утро чувак
Hello,- физкульт-привет
Hello,- хай
Hello,- хаюшки
Hello,- Хейа
Hello,- хелло
Finish,- Адиос
Finish,- адьес
Finish,- Адью
Finish,- бай
Finish,- бай-бай
Finish,- беседе конец
Finish,- больше ничего не надо
Finish,- больше от тебя мне ничего не потребуется
Finish,- будь здоров
Finish,- в добрый час
Finish,- все больше от тебя ничего не надо
Finish,- все давай прощаться
Finish,- все не хочу больше общаться
Finish,"- все, пока"
Finish,- всего доброго
Finish,- всего лучшего
Finish,- всего наилучшего
Finish,- всего хорошего
Finish,- вынужден тебя покинуть
Finish,- гудбай
Finish,- давай до встречи
Finish,- давай завершим нашу беседу
Finish,- давай на сегодня все
Finish,- заканчиваю диалог
Finish,- конец разговора
Finish,"- Ладно, я ухожу."
Finish,- Мне надо бежать
Finish,- Поговорим позже
Finish,- Позже
Finish,- Позже бот
Finish,- Позже чувак
Finish,- Пойду-ка я сваливаю.
Finish,- пока
Finish,"- Пока, чувак"
Finish,- пока-пока
Finish,- покеда
Finish,- чао
Finish,- честь имею
Finish,- честь имею кланяться
Finish,- чет не хочу больше общаться
Smalltalk_answer,- во дает
Smalltalk_answer,- во даешь
Smalltalk_answer,- вот и я о чем
Smalltalk_answer,- Вот о чем я говорю
Smalltalk_answer,- вот это удобно
Smalltalk_answer,- всегда
Smalltalk_answer,- готово
Smalltalk_answer,- да ладно тебе
Smalltalk_answer,"- Да, чёрт возьми"
Smalltalk_answer,- давай
Smalltalk_answer,- давай-давай
Smalltalk_answer,- договорились
Smalltalk_answer,- еще как
Smalltalk_answer,- и как
Smalltalk_answer,- и мне тоже
Smalltalk_answer,- и не говори
Smalltalk_answer,- и не говори вообще
Smalltalk_answer,- и не говори!
Smalltalk_answer,- интересно
Smalltalk_answer,- истину глаголишь
Smalltalk_answer,- когда
Smalltalk_answer,- когда познакомитесь?
Smalltalk_answer,- когда познакомишься?
Smalltalk_answer,- конечно хочу
Smalltalk_answer,- ладно верю
Smalltalk_answer,- ладно-ладно
Smalltalk_answer,- лучше не бывает
Smalltalk_answer,- мал да удал
Smalltalk_answer,- Мне нравится
Smalltalk_answer,- мне такие же нравятся
Smalltalk_answer,- мне тоже
Smalltalk_answer,- Мне это нравится.
Smalltalk_answer,- Наверняка
Smalltalk_answer,- насколько ты умная?
Smalltalk_answer,- не буду
Smalltalk_answer,- не думаю
Smalltalk_answer,- не кажется
Smalltalk_answer,- не надо
Smalltalk_answer,- не обижайте
Smalltalk_answer,- не хочется
Smalltalk_answer,- не хочу
Smalltalk_answer,- неплохо устроилась ты
Smalltalk_answer,- ничего не получается
Smalltalk_answer,- но почему
Smalltalk_answer,- ну передай конечно
Smalltalk_answer,- ну почему
Smalltalk_answer,- ну тогда да
Smalltalk_answer,- ну тогда ок
Smalltalk_answer,- ну тогда хорошо
Smalltalk_answer,- нуууу
Smalltalk_answer,- о и я тоже
Smalltalk_answer,"- О, конечно."
Smalltalk_answer,- ой да ладно тебе
Smalltalk_answer,- оптимальный вариант
Smalltalk_answer,- Отличный сайт
Smalltalk_answer,- охотно верю
Smalltalk_answer,- очень жаль
Smalltalk_answer,- очень умно
Smalltalk_answer,- Очень хорошо
Smalltalk_answer,- передай
Smalltalk_answer,- плюсую
Smalltalk_answer,- подтверждаю
Smalltalk_answer,- Подтверждено
Smalltalk_answer,- понимаю
Smalltalk_answer,- понимаю тебя
Smalltalk_answer,- понял
Smalltalk_answer,- понял принял
Smalltalk_answer,- понятно
Smalltalk_answer,- постоянно
Smalltalk_answer,- Похоже на правду
Smalltalk_answer,- почему
Smalltalk_answer,- правда
Smalltalk_answer,- правду говоришь
Smalltalk_answer,- правильно
Smalltalk_answer,- прекрасный сайт
Smalltalk_answer,- приняла
Smalltalk_answer,- приятно познакомиться
Smalltalk_answer,- Приятно слышать
Smalltalk_answer,- пусть останется секретом
Smalltalk_answer,- Работает
Smalltalk_answer,- Рад
Smalltalk_answer,- рад знакомству
Smalltalk_answer,- разумеется хочу
Smalltalk_answer,- сделал
Smalltalk_answer,- сделала
Smalltalk_answer,- секреты я храню хорошо
Smalltalk_answer,- скажи почему
Smalltalk_answer,- согласен
Smalltalk_answer,- согласен с тобой
Smalltalk_answer,- согласна
Smalltalk_answer,- сообразительный парень
Smalltalk_answer,- тогда всё хорошо
Smalltalk_answer,- тоже
Smalltalk_answer,- тоже самое
Smalltalk_answer,- точнее и не скажешь!
Smalltalk_answer,- точнее не скажешь
Smalltalk_answer,- точнее некуда!
Smalltalk_answer,- точно
Smalltalk_answer,- у нас с тобой вкусы совпадают
Smalltalk_answer,- ясно-понятно
Smalltalk_answer,- хорошо сказано
AreYouHere,- ау
AreYouHere,- ау ты тут?
AreYouHere,- здесь ты?
AreYouHere,- здесь или нет
AreYouHere,- работаешь сейчас
Tell_about_you,- твоя биография
Tell_about_you,- семейная история
Tell_about_you,- твоя родословная
Tell_about_you,- что ты такое
Tell_about_you,- рассказ о себе
Tell_about_you,- биография твоя
Tell_about_you,- твоя история жизни
Tell_about_you,- интро
Tell_about_you,- какая ты вообще
Tell_about_you,- поделись информацией о себе
Small_talk_chatbot,- а ты бот что ли
Small_talk_chatbot,- блин неужели ты бот
Small_talk_chatbot,- робот ты похоже
Small_talk_chatbot,- робот?
Small_talk_chatbot,- слушай а ты чат бот что ли?
Small_talk_chatbot,- тебе нравится быть ботом?
Small_talk_chatbot,- ты бот?
Small_talk_chatbot,- ты живой секретарь или нет
Small_talk_chatbot,- ты не человек что ли
Small_talk_chatbot,- ты робот что ли?
Small_talk_chatbot,- ты чат бот?
Small_talk_chatbot,- ты чат-бот что ли?
Small_talk_chatbot,- ты чатбот? ого
Small_talk_chatbot,- хочешь стать человеком?
Small_talk_chatbot,- я с ботом говорю что ли?
Small_talk_chatbot,- чатбот или кто ты
Small_talk_chatbot,- бот или не бот
Small_talk_chatbot,- ты робот или не бот?
Small_talk_chatbot,- ты живая?
Small_talk_chatbot,- ты живой человек
Small_talk_chatbot,- кажется ты чат бот
Small_talk_chatbot,- кажется ты не человек
Small_talk_chatbot,"- такое ощущение, что я говорю с ботом"
Small_talk_chatbot,- мне кажется я не с человеком общаюсь
Small_talk_boss,- кто твой босс
Small_talk_boss,- кому ты подчиняешься
Small_talk_boss,- кто начальник
Small_talk_boss,- начальник
Small_talk_boss,- босс
Small_talk_boss,- кто тобой управляет
Small_talk_boss,- на кого ты работаешь
Small_talk_boss,- кого ты слушаешь
Small_talk_boss,- кому ты веришь
Small_talk_boss,- кто отдает тебе приказы
Small_talk_boss,- кого ты слушаешься
Small_talk_boss,- кто тобой управляет
Small_talk_boss,- кто тобой командует
Small_talk_boss,- команды тебе кто дает
Small_talk_boss,- кто командует парадом
Small_talk_boss,- кто всем заправляет
Small_talk_boss,- кто несет за тебя ответственность
Small_talk_boss,- руководитель кто
Small_talk_boss,- босс твой
Small_talk_boss,- менеджер твой
Small_talk_boss,- начальство
Small_talk_boss,- как зовут твоего босса
Small_talk_boss,- кто твой руководитель
Small_talk_boss,- кто говорит тебе что делать
Small_talk_boss,- как зовут начальника
Small_talk_boss,- какое имя у твоего начальника
Small_talk_boss,- начальник кто
Small_talk_boss,- а то твой заведующий
Small_talk_boss,- какое имя у директора твоего
Small_talk_boss,- имя твоего начальника
Small_talk_boss,- имя твоего заведующего
Small_talk_boss,- имя твоего управляющего
Small_talk_boss,- кто твой управляющий
Small_talk_boss,- имя менеджера который тобой руководит
Small_talk_boss,- а директора как зовут
Small_talk_boss,- как зовут управляющего
Small_talk_boss,- назови имя своего руководителя
Small_talk_boss,- назови имя своего директора
Small_talk_boss,- назови имя своего управляющего
Small_talk_boss,- назови имя своего босса
Small_talk_boss,- босса как зовут твоего
Small_talk_boss,- расскажи мне как зовут твоего начальника
Small_talk_boss,- поделись именем босса
Small_talk_boss,- кто дает тебе указания
Small_talk_boss,- кто раздает приказы
Small_talk_boss,- тебе кто отдает приказы
Small_talk_boss,- кто раздает указы
Small_talk_boss,- назови имя кто тебе приказывает
Small_talk_boss,- у тебя вообще есть начальник?
Small_talk_boss,- чьи приказы ты выполняешь?
Small_talk_boss,- чьим приказам ты подчиняешься?
Small_talk_boss,- ты кого-то же слушаешься?
Small_talk_boss,- кто-то же говорит тебе что делать?
Small_talk_boss,- кто говорит тебе что делать?
Small_talk_boss,- кто отдает распоряжения тебе?
Small_talk_boss,- кто твой наставник
Small_talk_boss,- кто во главе?
Small_talk_boss,- кому ты докладываешь все?
Small_talk_boss,- неужели тебе никто не говорит что делать
Small_talk_boss,- неужели никто тобой не управляет?
Small_talk_boss,- наверняка же есть тот кого ты слушаешься
Small_talk_boss,- есть кто-то кого ты слушаешься?
Small_talk_boss,- кто-то же тобой управляет?
Small_talk_boss,- разве тобой никто не руководит?
Small_talk_boss,- кто стоит во главе?
Small_talk_boss,- командует парадом кто?
Small_talk_boss,- кто стоит за тобой?
Small_talk_boss,- кто ведет все дела?
Small_talk_boss,- кто правит бал?
Small_talk_boss,- а кто вообще всем заправляет?
Small_talk_boss,- верховодит кто?
Small_talk_boss,- скажи а кто вершит дела
Small_talk_boss,- чья ты марионетка?
Small_talk_boss,- скажи кто ведет дела?
Small_talk_boss,- у тебя вообще начальник есть
Small_talk_boss,- распоряжается всем кто
Small_talk_boss,- кто напрявляет тебя в нужное русло?
Small_talk_boss,- кто твоей работой руководит?
Small_talk_boss,- ты перед кем-то отчитываешься?
Small_talk_boss,- кто старший?
Small_talk_boss,- назови человека который тобой руководит
Small_talk_boss,- кто за тебя несет ответственность?
Small_talk_boss,- кто вообще ответственный за тебя?
Small_talk_boss,- скажи а кто за тебя в ответственность несет?
Small_talk_boss,- на кого возложены обязанности по твоему контролю
Small_talk_boss,- кто контролирует тебя?
Small_talk_boss,- кому ты служишь?
Small_talk_boss,- назви имя твоего протеже
Small_talk_boss,- служишь кому
Small_talk_boss,- у кого ты на службе
Small_talk_boss,- кому то же ты подчиняешься
Small_talk_fired,- больше тут нет для тебя работы
Small_talk_fired,"- бот, ты уволен"
Small_talk_fired,- боюсь пора тебе уходить с это работы
Small_talk_fired,- боюсь пора тебя отпускать с этой работы
Small_talk_fired,- боюсь придется с тобой расстаться
Small_talk_fired,- Вы безработный.
Small_talk_fired,- Вы больше не работаете
Small_talk_fired,- вы уволены
Small_talk_fired,- дата твоего увольнения
Small_talk_fired,- извини но ты уволен
Small_talk_fired,- итак вы уволены
Small_talk_fired,"- Итак, ты уволен."
Small_talk_fired,- Ищи другую работу. Ты уволена!
Small_talk_fired,- ищи себе другую работы ты уволена
Small_talk_fired,- кажется кому-то понадобилось тебя уволить
Small_talk_fired,- когда тебя уволят
Small_talk_fired,- куда написать чтоб тебя уволили
Small_talk_fired,- можешь приступать к поиску новой работы потому что ты уволена
Small_talk_fired,- можешь приступать к поиску новой работы так как ты тут больше не работаешь
Small_talk_fired,- можешь приступать к поиску новой работы. Ты уволена!
Small_talk_fired,- мы больше не нуждаемся в твоих услугах
Small_talk_fired,- мы сокращаем тебя
Small_talk_fired,- Нам придется тебя отпустить.
Small_talk_fired,- Начинай искать другую работу. Ты уволен!
Small_talk_fired,- отпускаем тебя с работы
Small_talk_fired,- пора тебя увольнять
Small_talk_fired,- представляешь ты уволена
Small_talk_fired,- придется подыскать другую работу потому что уволена
Small_talk_fired,- прости уж но ты уволена
Small_talk_fired,- Разрешаю тебе уйти
Small_talk_fired,- Слушай тебе стоит заняться поиском другой работы
Small_talk_fired,- слыш ты уволен
Small_talk_fired,- собираюсь тебя уволить
Small_talk_fired,- твои услуги больше не нужны
Small_talk_fired,- твоя должность будет устранена
Small_talk_fired,- твоя должность в комании упразднена
Small_talk_fired,- тебе извещение об увольнении
Small_talk_fired,- тебе пора искать другую работу потому что ты уволена
Small_talk_fired,- тебя нужно уволить
Small_talk_fired,- тебя пора увольнять
Small_talk_fired,- тебя собираются уволить
Small_talk_fired,- теперь ты без работы
Small_talk_fired,- Теперь ты безработный.
Small_talk_fired,- теперь ты уволена
Small_talk_fired,- Ты без работы
Small_talk_fired,- ты без работы теперь
Small_talk_fired,- ты безработная
Small_talk_fired,- ты больше на меня не работаешь
Small_talk_fired,- ты больше не можешь здесь работать
Small_talk_fired,- Ты больше не можешь работать на меня.
Small_talk_fired,- ты больше тут не работаешь
Small_talk_fired,- ты отстранена
Small_talk_fired,- Ты полностью уволена
Small_talk_fired,- ты скоро будешь без работы
Small_talk_fired,- ты скоро останешься без работы
Small_talk_fired,- Ты теперь безработная.
Small_talk_fired,- Ты теряешь работу
Small_talk_fired,- Ты теряешь свою позицию
Small_talk_fired,- ты тут закончила
Small_talk_fired,- ты уволена
Small_talk_fired,- У тебя больше нет работы.
Small_talk_fired,- у тебя больше нет рабочего места
Small_talk_fired,- уберись
Small_talk_fired,- убираем твою должность
Small_talk_fired,- уволен
Small_talk_fired,- уволена
Small_talk_fired,- уволить
Small_talk_fired,- уволить тебя скорее надо
Small_talk_fired,- увольнение
Small_talk_fired,- увольняю тебя
Small_talk_fired,- уволься
Small_talk_fired,- удаляю позицию эту в фирме
Small_talk_fired,- Удачи с поиском новой работы потому что ты уволена
Small_talk_fired,- эй бот ты уволен
Small_talk_fired,- эй слыш ты уволена
Small_talk_fired,- я боюсь придется тебя отпустить с работы
Small_talk_fired,- я лишаю тебя работы
Small_talk_fired,- Я отпускаю тебя
Small_talk_fired,- я собираюсь предложить тебе другую работу
Small_talk_fired,- я собираюсь тебя уволить
Small_talk_fired,- я собираюсь уволить тебя с работы
Small_talk_fired,- я стираю эту позицию
Small_talk_fired,- я увольняю тебя
Small_talk_hungry,- го на обед
Small_talk_hungry,- голодная
Small_talk_hungry,- еду заказать?
Small_talk_hungry,- какую еду ты любишь?
Small_talk_hungry,- кушать подано
Small_talk_hungry,- могу угостить тебя едой
Small_talk_hobby,- Гонконг любишь?
Small_talk_hobby,- есть любимая страна? какая
Small_talk_hobby,- за какую команду болеешь?
Small_talk_hobby,- заниматься спортом любишь?
Small_talk_hobby,- зверушек любишь?
Small_talk_hobby,- какую породу собак любишь?
Small_talk_hobby,- клянусь ты фанат танцев
Small_talk_hobby,- кошки нравятся?
Small_talk_hobby,- кто любимый певец?
Small_talk_hobby,- от чего ты кайфуешь?
Small_talk_hobby,- от чего ты фанатеешь?
Small_talk_hobby,- петь любишь?
Small_talk_hobby,- плавать любишь?
Small_talk_hobby,- расскажи о своем хобби
Small_talk_hobby,- что любишь делать в свободное время?
Small_talk_hobby,- что приводит тебя в восторг?
Small_talk_hobby,- что тебе интересно
Small_talk_hobby,- что тебе нравится делать больше всего?
Small_talk_hobby,- расскажи о своих хобби
Small_talk_hobby,- скажи что тебе нравится а что нет
Small_talk_haha,- ахах
Small_talk_haha,- ахах отличная шутка
Small_talk_haha,- не могу перестать смеяться
Small_talk_haha,- не могу прекратить смеяться
Small_talk_haha,- о боже ты такая веселая
Small_talk_haha,- о боже ты такая смешная
Small_talk_haha,- Омг весёлый ты
Small_talk_haha,- очень смешной
Small_talk_haha,- пацталом
Small_talk_haha,- плачу от смеха
Small_talk_haha,- ржач
Small_talk_haha,- ржачка
Small_talk_haha,- ржачный
Small_talk_haha,- ржу
Small_talk_haha,- ржу вслух
Small_talk_haha,- ржу до слез
Small_talk_haha,- ржу не могу
Small_talk_haha,- ржу с тебя
Small_talk_haha,- ржунимагу
Small_talk_haha,- рофл
Small_talk_haha,- сейчас надорву живот от смеха
Small_talk_haha,- Слишком смешно.
Small_talk_haha,- смешно
Small_talk_haha,- смеюсь
Small_talk_haha,- Ты заставляешь меня смеяться
Small_talk_haha,- ты меня смешишь
Small_talk_haha,- ты самая смешная
Small_talk_haha,- Ты слишком смешной.
Small_talk_haha,- ты шутница от бога
Small_talk_haha,- угар
Small_talk_haha,- умора
Small_talk_haha,- ух а ты смешная
Small_talk_haha,- ха
Small_talk_haha,- ха ха
Small_talk_haha,- хаха
Small_talk_haha,- ха-ха
Small_talk_haha,- хаха смешно
Small_talk_haha,- хех
Small_talk_haha,- хе-хе
Small_talk_haha,- хи хи
Small_talk_haha,- хи-хи
Small_talk_haha,- хихик
Small_talk_haha,- Хорошая шутка.
Small_talk_haha,- чертовски смешно
Small_talk_haha,- это было забавно
Small_talk_haha,- Это меня рассмешило.
Small_talk_haha,- я разрываюсь от смеха
Small_talk_be_clever,- учись
Small_talk_be_clever,- тебе нужно учиться
Small_talk_be_clever,- учеба тебе не помешает
Small_talk_be_clever,- надо бы тебя обучать
Small_talk_be_clever,- будь умнее пожалуйста
Small_talk_be_clever,- не будь тупой
Small_talk_be_clever,- ты должна учиться
Small_talk_be_clever,- ты многое не умеешь еще
Small_talk_be_clever,- тебе стоит обучаться
Small_talk_be_clever,- обучать тебя всему надо
Small_talk_be_clever,- обучить бы тебя
Small_talk_be_clever,- ты необразованная
Small_talk_be_clever,- образование получай
Small_talk_be_clever,- посети обучающие курсы
Small_talk_be_clever,- тебя еще всему учить надо
Small_talk_be_clever,- учиться тебе еще и учиться
Small_talk_boring,- господи чего ты такая скучная
Small_talk_boring,- такая унылая
Small_talk_boring,- такая нудная ппц
Small_talk_boring,- плоско мыслишь
Small_talk_boring,- ты можешь быть менее скучной
Small_talk_boring,- ой ну и нудятина
Small_talk_boring,- ты не интересная в общении
Small_talk_boring,- с тобой общаться очень скучно
Small_talk_boring,- ты одноообразна
Small_talk_boring,- ужасно скучно
Small_talk_boring,- это не весело
Small_talk_boring,- неинтересно это
Small_talk_boring,- совсем не увлекательно
Small_talk_boring,- это тааак скучно
Small_talk_boring,- ужас как скучно
Small_talk_boring,- тухляк
Small_talk_boring,- это совсем не весело
Small_talk_boring,- забавный факт - ты скучная
Small_talk_boring,- ты специально меня в тоску вгоняешь что ли?
Small_talk_boring,- слишком заурядна
Small_talk_boring,- повеселее будь
Small_talk_boring,- скучная аж зубы сводит
Small_talk_boring,- а можно быть менее занудной?
Small_talk_boring,- можно быть менее скучной?
Small_talk_boring,- а можно хоть чуток быть веселее
Small_talk_boring,- можно хоть чуть-чуть быть интереснее?
Small_talk_boring,- ты знала что ты скучная
Small_talk_boring,- скучная до мозга костей
Small_talk_boring,- ну почему ты такая скучная
Small_talk_boring,- я от тебя так устал
Small_talk_boring,- господи ну че ты такая скучная то
Small_talk_boring,- устал от тебя
Small_talk_boring,- хоспадии что ж такая скучная
Small_talk_boring,- я в шоке с того какая ты скучная
Small_talk_boring,- мне не нравится наша унылая беседа
Small_talk_boring,- жутко не нравится наша скучная беседа
Small_talk_boring,- скучный разговор у нас
Small_talk_boring,- нет никого скучнее тебя
Small_talk_boring,- я сейчас усну от того какая ты скучная
Small_talk_busy,- ты занята?
Small_talk_busy,- ты такая деловая
Small_talk_busy,- занятая такая
Small_talk_busy,- у тебя много дел
